Nome: FLORESTA
Codigo Estacao: A351
Latitude: -8.598785
Longitude: -38.584062
Altitude: 327.42
Situacao: Operante
Data Inicial: 2011-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2015-11-27;0;30,583333;
2015-11-28;0;37,708333;
2015-11-29;0;36,166667;
2015-11-30;0;39,208333;
2015-12-01;0;42,375;
2015-12-02;0;45,458333;
2015-12-03;0;40,958333;
2015-12-04;0;27,625;
2015-12-05;0;32,333333;
2015-12-06;0;36;
2015-12-07;0;30,916667;
2015-12-08;0;31,375;
2015-12-09;0;42,25;
2015-12-10;0;44,708333;
2015-12-11;0;39,541667;
2015-12-12;0;40,083333;
2015-12-13;,6;43,958333;
2015-12-14;,2;45,833333;
2015-12-15;0;42,958333;
2015-12-16;0;41,666667;
2015-12-17;0;44,458333;
2015-12-18;0;56,833333;
2015-12-19;34,4;63,833333;
2015-12-20;0;52,5;
2015-12-21;0;49,916667;
2015-12-22;0;51,333333;
2015-12-23;0;48,541667;
2015-12-24;0;57,291667;
2015-12-25;3;64,541667;
2015-12-26;0;49,125;
2015-12-27;0;48,541667;
2015-12-28;0;49,083333;
2015-12-29;9;73,666667;
2015-12-30;1,2;63,125;
2015-12-31;0;51,458333;
2016-01-01;0;54,041667;
2016-01-02;1,2;47,916667;
2016-01-03;0;41,416667;
2016-01-04;0;42,458333;
2016-01-05;0;52,208333;
2016-01-06;0;61,666667;
2016-01-07;29,6;76;
2016-01-08;2,6;78;
2016-01-09;0;69,625;
2016-01-10;3,8;60,25;
2016-01-11;,4;59,125;
2016-01-12;0;55,916667;
2016-01-13;0;55,583333;
2016-01-14;0;64,041667;
2016-01-15;4,2;63,958333;
2016-01-16;0;56,625;
2016-01-17;,6;67,125;
2016-01-18;38,4;80,041667;
2016-01-19;1;71,083333;
2016-01-20;,2;75,916667;
2016-01-21;2,4;80,375;
2016-01-22;10,6;87,75;
2016-01-23;6,4;76,25;
2016-01-24;1,4;75,25;
2016-01-25;1,2;68,916667;
2016-01-26;,2;60,291667;
2016-01-27;,6;61,375;
2016-01-28;5,2;64,291667;
2016-01-29;0;59,625;
2016-01-30;0;70,416667;
2016-01-31;20,2;74,708333;
2016-02-01;33;76,75;
2016-02-02;8,2;75,666667;
2016-02-03;0;67,791667;
2016-02-04;0;64,833333;
2016-02-05;0;59,416667;
2016-02-06;0;58,625;
2016-02-07;0;58,041667;
2016-02-08;0;50,875;
2016-02-09;0;56,291667;
2016-02-10;0;56,791667;
2016-02-11;,6;63,666667;
2016-02-12;0;52,375;
2016-02-13;0;55,458333;
2016-02-14;,2;64,291667;
2016-02-15;3,2;62,958333;
2016-02-16;,4;63,666667;
2016-02-17;0;53,375;
2016-02-18;0;54,458333;
2016-02-19;0;58,125;
2016-02-20;12,6;64,5;
2016-02-21;,2;55,083333;
2016-02-22;0;54,791667;
2016-02-23;0;55,958333;
2016-02-24;0;53,041667;
2016-02-25;0;54,75;
2016-02-26;0;52,166667;
2016-02-27;0;53,625;
2016-02-28;0;48,875;
2016-02-29;0;47,416667;
2016-03-01;0;47,375;
2016-03-02;0;47,708333;
2016-03-03;0;51,958333;
2016-03-04;0;50,666667;
2016-03-05;0;50,833333;
2016-03-06;0;49,625;
2016-03-07;0;49,791667;
2016-03-08;0;48,625;
2016-03-09;0;48,666667;
2016-03-10;0;47,166667;
2016-03-11;0;50,416667;
2016-03-12;0;52;
2016-03-13;0;48,541667;
2016-03-14;0;53,166667;
2016-03-15;0;49,791667;
2016-03-16;0;49,333333;
2016-03-17;0;50,75;
2016-03-18;5;59,041667;
2016-03-19;0;49,958333;
2016-03-20;0;48,875;
2016-03-21;0;51,125;
2016-03-22;0;54,291667;
2016-03-23;,2;58,916667;
2016-03-24;4,8;50,875;
2016-03-25;0;48,75;
2016-03-26;0;49,5;
2016-03-27;0;52,833333;
2016-03-28;0;49,833333;
2016-03-29;0;51,291667;
2016-03-30;17;69,833333;
2016-03-31;12,4;56,041667;
2016-04-01;0;56;
2016-04-02;0;52,75;
2016-04-03;0;50,631579;
2016-04-04;0;43,882353;
2016-04-05;0;56,230769;
2016-04-06;,2;null;
2016-04-07;0;43,583333;
2016-04-08;0;null;
2016-04-09;0;36,571429;
2016-04-10;0;41,083333;
2016-04-11;0;43,214286;
2016-04-12;0;43,588235;
2016-04-13;0;42,8125;
2016-04-14;0;50,875;
2016-04-15;0;49,785714;
2016-04-16;0;48,6875;
2016-04-17;0;47,230769;
2016-04-18;0;null;
2016-04-19;0;null;
2016-04-20;0;null;
2016-04-21;0;null;
2016-04-22;0;null;
2016-04-23;0;null;
2016-04-24;0;null;
2016-04-25;0;null;
2016-04-26;0;null;
2016-04-27;0;null;
2016-04-28;0;null;
2016-04-29;0;null;
2016-04-30;0;null;
2016-05-01;0;null;
2016-05-02;null;null;
2016-05-03;null;null;
2016-05-04;null;null;
2016-05-05;null;null;
2016-05-06;null;null;
2016-05-07;null;null;
2016-05-08;null;null;
2016-05-09;null;null;
2016-05-10;null;null;
2016-05-11;null;null;
2016-05-12;null;null;
2016-05-13;null;null;
2016-05-14;null;null;
2016-05-15;0;54;
2016-05-16;0;64,416667;
2016-05-17;7,8;67,541667;
2016-05-18;0;54,541667;
2016-05-19;0;51,5;
2016-05-20;0;51,791667;
2016-05-21;0;55,333333;
2016-05-22;0;49,208333;
2016-05-23;0;62,541667;
2016-05-24;,2;70,791667;
2016-05-25;16,6;78,166667;
2016-05-26;,6;68,125;
2016-05-27;0;65,041667;
2016-05-28;0;63,833333;
2016-05-29;,2;68,125;
2016-05-30;0;73,125;
2016-05-31;,4;63,666667;
2016-06-01;0;57,625;
2016-06-02;0;60,5;
2016-06-03;0;56,958333;
2016-06-04;0;49,666667;
2016-06-05;0;68,166667;
2016-06-06;23,6;63,625;
2016-06-07;0;56,833333;
2016-06-08;0;50,375;
2016-06-09;0;51,5;
2016-06-10;0;55,75;
2016-06-11;0;54,166667;
2016-06-12;0;53,75;
2016-06-13;0;51,416667;
2016-06-14;0;54;
2016-06-15;0;63;
2016-06-16;0;73,125;
2016-06-17;,6;75,458333;
2016-06-18;0;61,833333;
2016-06-19;0;62;
2016-06-20;0;62,083333;
2016-06-21;,8;59,458333;
2016-06-22;0;72,041667;
2016-06-23;1,6;68,416667;
2016-06-24;0;66,375;
2016-06-25;0;67,666667;
2016-06-26;2,4;71,5;
2016-06-27;5,4;81,583333;
2016-06-28;3,4;79,958333;
2016-06-29;1,4;68,666667;
2016-06-30;0;63,75;
2016-07-01;,2;69;
2016-07-02;,4;69,291667;
2016-07-03;,6;68,125;
2016-07-04;0;64,875;
2016-07-05;0;68,833333;
2016-07-06;0;64,208333;
2016-07-07;0;58,541667;
2016-07-08;0;61,208333;
2016-07-09;0;58;
2016-07-10;0;62,5;
2016-07-11;0;70,5;
2016-07-12;0;64,333333;
2016-07-13;0;61,5;
2016-07-14;0;59,041667;
2016-07-15;0;57,25;
2016-07-16;0;54,291667;
2016-07-17;0;46,25;
2016-07-18;0;48,625;
2016-07-19;0;51,75;
2016-07-20;0;53,416667;
2016-07-21;0;53,125;
2016-07-22;0;53,25;
2016-07-23;0;59,958333;
2016-07-24;0;54,5;
2016-07-25;0;54;
2016-07-26;0;53,291667;
2016-07-27;0;55,5;
2016-07-28;0;61,791667;
2016-07-29;0;54,708333;
2016-07-30;0;71,333333;
2016-07-31;5;65,916667;
2016-08-01;0;60,875;
2016-08-02;0;59,166667;
2016-08-03;0;58,083333;
2016-08-04;0;58,125;
2016-08-05;0;56,541667;
2016-08-06;0;55;
2016-08-07;0;51,916667;
2016-08-08;0;51,458333;
2016-08-09;0;52,708333;
2016-08-10;0;50,666667;
2016-08-11;0;52,958333;
2016-08-12;0;50,458333;
2016-08-13;0;48,583333;
2016-08-14;0;49,875;
2016-08-15;0;49,166667;
2016-08-16;0;51,916667;
2016-08-17;0;45,541667;
2016-08-18;0;47;
2016-08-19;0;56,375;
2016-08-20;0;60,333333;
2016-08-21;0;52,041667;
2016-08-22;0;49,625;
2016-08-23;0;49,541667;
2016-08-24;0;53,125;
2016-08-25;0;55,833333;
2016-08-26;0;66,916667;
2016-08-27;0;60,75;
2016-08-28;0;59,666667;
2016-08-29;0;55,166667;
2016-08-30;0;52,291667;
2016-08-31;0;63,5;
2016-09-01;0;54,208333;
2016-09-02;0;53,875;
2016-09-03;0;55,833333;
2016-09-04;0;53,916667;
2016-09-05;0;52,75;
2016-09-06;0;52,666667;
2016-09-07;0;54,416667;
2016-09-08;0;51,5;
2016-09-09;0;47,666667;
2016-09-10;0;52,25;
2016-09-11;0;57,791667;
2016-09-12;0;54,583333;
2016-09-13;0;47,833333;
2016-09-14;0;53,625;
2016-09-15;0;48,25;
2016-09-16;0;44,625;
2016-09-17;0;50,125;
2016-09-18;0;49,416667;
2016-09-19;0;46,75;
2016-09-20;0;39,625;
2016-09-21;0;41,75;
2016-09-22;0;50,791667;
2016-09-23;0;52,333333;
2016-09-24;0;50,583333;
2016-09-25;0;45,666667;
2016-09-26;0;44,083333;
2016-09-27;0;47,791667;
2016-09-28;0;48,625;
2016-09-29;0;48;
2016-09-30;0;44,916667;
2016-10-01;0;47,541667;
2016-10-02;0;49,75;
2016-10-03;0;47,25;
2016-10-04;0;43,875;
2016-10-05;0;42,5;
2016-10-06;0;37,25;
2016-10-07;0;39,083333;
2016-10-08;0;36,291667;
2016-10-09;0;41,375;
2016-10-10;0;45,291667;
2016-10-11;0;47,5;
2016-10-12;0;50,5;
2016-10-13;0;55,916667;
2016-10-14;0;52,083333;
2016-10-15;0;46,625;
2016-10-16;0;46,875;
2016-10-17;0;47,208333;
2016-10-18;0;47,521739;
2016-10-19;0;45,208333;
2016-10-20;0;45,916667;
2016-10-21;0;44,708333;
2016-10-22;0;45,458333;
2016-10-23;0;46,625;
2016-10-24;0;46,166667;
2016-10-25;0;46,833333;
2016-10-26;0;46,083333;
2016-10-27;0;43,791667;
2016-10-28;0;33,041667;
2016-10-29;0;35,458333;
2016-10-30;0;47,041667;
2016-10-31;0;48,083333;
2016-11-01;0;46,916667;
2016-11-02;0;49,125;
2016-11-03;0;53,583333;
2016-11-04;0;49,041667;
2016-11-05;0;45;
2016-11-06;0;47,791667;
2016-11-07;0;44,083333;
2016-11-08;0;46,666667;
2016-11-09;0;49,208333;
2016-11-10;0;46;
2016-11-11;0;43,791667;
2016-11-12;0;39,833333;
2016-11-13;0;46,041667;
2016-11-14;0;44,291667;
2016-11-15;0;44,041667;
2016-11-16;0;37,791667;
2016-11-17;0;37,375;
2016-11-18;0;37,916667;
2016-11-19;0;39,458333;
2016-11-20;0;43,333333;
2016-11-21;0;47,291667;
2016-11-22;0;44,75;
2016-11-23;0;43,291667;
2016-11-24;0;36,458333;
2016-11-25;0;34,25;
2016-11-26;0;44,916667;
2016-11-27;0;43,916667;
2016-11-28;0;43,166667;
2016-11-29;0;40,041667;
2016-11-30;0;41;
2016-12-01;0;39,958333;
2016-12-02;0;43,541667;
2016-12-03;0;41,708333;
2016-12-04;0;33,5;
2016-12-05;0;31,416667;
2016-12-06;0;28,958333;
2016-12-07;0;32;
2016-12-08;0;31,791667;
2016-12-09;0;45,125;
2016-12-10;0;41,75;
2016-12-11;0;41,458333;
2016-12-12;0;35,041667;
2016-12-13;0;37,708333;
2016-12-14;0;36,333333;
2016-12-15;0;41,583333;
2016-12-16;6,4;62,708333;
2016-12-17;0;56,125;
2016-12-18;1;52,541667;
2016-12-19;0;57,416667;
2016-12-20;0;57,25;
2016-12-21;0;53,916667;
2016-12-22;0;53,541667;
2016-12-23;0;48,666667;
2016-12-24;0;44,625;
2016-12-25;0;47,041667;
2016-12-26;0;46,25;
2016-12-27;0;48,625;
2016-12-28;2,6;51,5;
2016-12-29;0;47,958333;
2016-12-30;0;47,375;
2016-12-31;0;44,333333;
2017-01-01;0;49,291667;
2017-01-02;0;45,166667;
2017-01-03;0;41,5;
2017-01-04;0;43,333333;
2017-01-05;0;45,583333;
2017-01-06;0;45,833333;
2017-01-07;0;48,125;
2017-01-08;0;45,541667;
2017-01-09;0;42,875;
2017-01-10;0;48,666667;
2017-01-11;0;45,125;
2017-01-12;0;42,625;
2017-01-13;0;44,5;
2017-01-14;0;45,583333;
2017-01-15;0;45,708333;
2017-01-16;0;44,916667;
2017-01-17;0;40,75;
2017-01-18;0;49,083333;
2017-01-19;0;47,125;
2017-01-20;0;44,041667;
2017-01-21;0;45,708333;
2017-01-22;0;46,708333;
2017-01-23;0;42,875;
2017-01-24;0;48,458333;
2017-01-25;,8;47,333333;
2017-01-26;0;41,166667;
2017-01-27;0;38,25;
2017-01-28;0;47;
2017-01-29;0;47,041667;
2017-01-30;0;47,208333;
2017-01-31;0;46,125;
2017-02-01;0;42,833333;
2017-02-02;0;46,416667;
2017-02-03;0;44;
2017-02-04;0;44,833333;
2017-02-05;0;43,625;
2017-02-06;0;43,625;
2017-02-07;0;46,625;
2017-02-08;0;44,75;
2017-02-09;0;41,583333;
2017-02-10;0;63,833333;
2017-02-11;15,6;52,208333;
2017-02-12;0;45,333333;
2017-02-13;0;40,166667;
2017-02-14;,8;56,958333;
2017-02-15;0;49;
2017-02-16;0;53,791667;
2017-02-17;0;50,708333;
2017-02-18;0;49,416667;
2017-02-19;0;46,291667;
2017-02-20;0;54,583333;
2017-02-21;7,6;58,833333;
2017-02-22;0;49,083333;
2017-02-23;0;45,25;
2017-02-24;0;47,333333;
2017-02-25;0;43,75;
2017-02-26;0;45,5;
2017-02-27;0;46,375;
2017-02-28;3,2;48,541667;
2017-03-01;,8;53,875;
2017-03-02;0;43,708333;
2017-03-03;0;41,041667;
2017-03-04;0;44,541667;
2017-03-05;0;41,416667;
2017-03-06;0;40,291667;
2017-03-07;1,2;51,541667;
2017-03-08;1;50,958333;
2017-03-09;0;51,75;
2017-03-10;0;44,541667;
2017-03-11;0;47,75;
2017-03-12;0;46,708333;
2017-03-13;0;49,875;
2017-03-14;0;48,916667;
2017-03-15;0;49,375;
2017-03-16;0;49,583333;
2017-03-17;0;62,083333;
2017-03-18;21,4;76,375;
2017-03-19;134,2;57,708333;
2017-03-20;0;50,5;
2017-03-21;0;49,458333;
2017-03-22;0;49,291667;
2017-03-23;0;51,25;
2017-03-24;0;50,791667;
2017-03-25;0;48;
2017-03-26;0;43,083333;
2017-03-27;1;55,041667;
2017-03-28;0;51,166667;
2017-03-29;0;50,583333;
2017-03-30;1,2;63,708333;
2017-03-31;9,4;74,125;
2017-04-01;,4;60,625;
2017-04-02;40,4;71,125;
2017-04-03;20,4;65,916667;
2017-04-04;0;55,666667;
2017-04-05;0;60,125;
2017-04-06;0;54,458333;
2017-04-07;0;52,916667;
2017-04-08;0;51,958333;
2017-04-09;0;54,666667;
2017-04-10;0;51,5;
2017-04-11;0;62,333333;
2017-04-12;4;62,041667;
2017-04-13;2,6;64,125;
2017-04-14;,6;62,791667;
2017-04-15;,4;66,541667;
2017-04-16;0;64,958333;
2017-04-17;,4;59,958333;
2017-04-18;0;51,833333;
2017-04-19;0;50,708333;
2017-04-20;0;54,416667;
2017-04-21;0;57,416667;
2017-04-22;0;50,625;
2017-04-23;,4;54,375;
2017-04-24;0;51,541667;
2017-04-25;0;53,5;
2017-04-26;0;52,083333;
2017-04-27;0;45,375;
2017-04-28;0;53,041667;
2017-04-29;,2;67,458333;
2017-04-30;,6;77,125;
2017-05-01;,2;62,875;
2017-05-02;0;62,708333;
2017-05-03;0;65,291667;
2017-05-04;1,6;77,375;
2017-05-05;3,2;67,041667;
2017-05-06;,4;64,083333;
2017-05-07;0;57,958333;
2017-05-08;0;56,708333;
2017-05-09;0;61;
2017-05-10;0;57,666667;
2017-05-11;0;55,541667;
2017-05-12;0;50,041667;
2017-05-13;0;59,75;
2017-05-14;0;56,5;
2017-05-15;0;51;
2017-05-16;0;43;
2017-05-17;0;40,75;
2017-05-18;0;56,583333;
2017-05-19;0;61,791667;
2017-05-20;0;58,25;
2017-05-21;0;66,583333;
2017-05-22;,2;69,041667;
2017-05-23;0;71,666667;
2017-05-24;0;79,958333;
2017-05-25;0;76,083333;
2017-05-26;7,8;70;
2017-05-27;,2;71,458333;
2017-05-28;0;69,208333;
2017-05-29;,2;63,291667;
2017-05-30;0;65,5;
2017-05-31;0;78,041667;
2017-06-01;45,6;76,541667;
2017-06-02;2,2;76,25;
2017-06-03;1,2;72,666667;
2017-06-04;0;74,916667;
2017-06-05;1;70,166667;
2017-06-06;0;71,5;
2017-06-07;0;69,916667;
2017-06-08;,2;72,166667;
2017-06-09;,2;65,5;
2017-06-10;0;64,458333;
2017-06-11;0;63,75;
2017-06-12;0;58,875;
2017-06-13;0;68,958333;
2017-06-14;0;60,833333;
2017-06-15;0;66,041667;
2017-06-16;0;66,25;
2017-06-17;1,4;71,583333;
2017-06-18;1,4;80,583333;
2017-06-19;8,2;77,541667;
2017-06-20;,8;77,166667;
2017-06-21;,2;75,833333;
2017-06-22;0;65,583333;
2017-06-23;1,4;74,708333;
2017-06-24;,2;71,125;
2017-06-25;,6;71,25;
2017-06-26;,2;68,583333;
2017-06-27;,2;70,166667;
2017-06-28;,2;68,916667;
2017-06-29;0;75,666667;
2017-06-30;0;79,958333;
2017-07-01;0;79,541667;
2017-07-02;3,4;73,333333;
2017-07-03;,4;69,875;
2017-07-04;1,6;79,75;
2017-07-05;4,6;85,291667;
2017-07-06;,2;72,5;
2017-07-07;0;72,333333;
2017-07-08;0;74,291667;
2017-07-09;3;77,791667;
2017-07-10;,6;64,125;
2017-07-11;,4;76,75;
2017-07-12;1,2;64,333333;
2017-07-13;,8;75,375;
2017-07-14;1,6;63,875;
2017-07-15;0;67,333333;
2017-07-16;0;59,166667;
2017-07-17;0;60,416667;
2017-07-18;0;68,625;
2017-07-19;0;66,583333;
2017-07-20;0;69,208333;
2017-07-21;1,4;76,958333;
2017-07-22;,2;70;
2017-07-23;0;78,458333;
2017-07-24;1;76,791667;
2017-07-25;1,2;68,333333;
2017-07-26;,8;67,291667;
2017-07-27;1,8;72,083333;
2017-07-28;,2;72;
2017-07-29;,6;66,083333;
2017-07-30;,4;74,291667;
2017-07-31;,6;63,708333;
2017-08-01;0;65,166667;
2017-08-02;0;65,916667;
2017-08-03;0;62,041667;
2017-08-04;0;71,846154;
2017-08-05;0;null;
2017-08-06;null;null;
2017-08-07;null;null;
2017-08-08;null;null;
2017-08-09;null;null;
2017-08-10;null;null;
2017-08-11;null;null;
2017-08-12;null;null;
2017-08-13;null;null;
2017-08-14;null;null;
2017-08-15;null;null;
2017-08-16;null;null;
2017-08-17;null;null;
2017-08-18;null;null;
2017-08-19;null;null;
2017-08-20;null;null;
2017-08-21;null;null;
2017-08-22;null;null;
2017-08-23;null;null;
2017-08-24;null;null;
2017-08-25;null;null;
2017-08-26;null;null;
2017-08-27;null;null;
2017-08-28;null;null;
2017-08-29;null;null;
2017-08-30;null;null;
2017-08-31;null;null;
2017-09-01;null;null;
2017-09-02;null;null;
2017-09-03;null;null;
2017-09-04;null;null;
2017-09-05;null;null;
2017-09-06;null;null;
2017-09-07;null;null;
2017-09-08;null;null;
2017-09-09;null;null;
2017-09-10;null;null;
2017-09-11;null;null;
2017-09-12;null;null;
2017-09-13;null;null;
2017-09-14;null;null;
2017-09-15;null;null;
2017-09-16;null;null;
2017-09-17;null;null;
2017-09-18;null;null;
2017-09-19;null;null;
2017-09-20;null;null;
2017-09-21;null;null;
2017-09-22;null;null;
2017-09-23;null;null;
2017-09-24;null;null;
2017-09-25;null;null;
2017-09-26;null;null;
2017-09-27;null;null;
2017-09-28;null;null;
2017-09-29;null;null;
2017-09-30;null;null;
2017-10-01;null;null;
2017-10-02;null;null;
2017-10-03;null;null;
2017-10-04;null;null;
2017-10-05;null;null;
2017-10-06;null;null;
2017-10-07;null;null;
2017-10-08;null;null;
2017-10-09;null;null;
2017-10-10;null;null;
2017-10-11;null;null;
2017-10-12;null;null;
2017-10-13;null;null;
2017-10-14;null;null;
2017-10-15;null;null;
2017-10-16;3,8;30,384615;
2017-10-17;0;50,75;
2017-10-18;0;54,666667;
2017-10-19;0;49,666667;
2017-10-20;0;55,125;
2017-10-21;0;51,833333;
2017-10-22;0;49,416667;
2017-10-23;0;47,166667;
2017-10-24;0;56,5;
2017-10-25;0;54,708333;
2017-10-26;0;56,458333;
2017-10-27;0;50,958333;
2017-10-28;0;44,375;
2017-10-29;0;47,041667;
2017-10-30;0;45,708333;
2017-10-31;0;43,166667;
2017-11-01;0;43,166667;
2017-11-02;1,8;45,625;
2017-11-03;0;47,416667;
2017-11-04;0;47,5;
2017-11-05;0;45,208333;
2017-11-06;0;40,458333;
2017-11-07;0;44,708333;
2017-11-08;0;54,166667;
2017-11-09;0;46,458333;
2017-11-10;0;45,916667;
2017-11-11;0;39,375;
2017-11-12;0;34,583333;
2017-11-13;0;33;
2017-11-14;,2;45,583333;
2017-11-15;0;46,666667;
2017-11-16;0;41,291667;
2017-11-17;0;47;
2017-11-18;0;46,916667;
2017-11-19;0;46,375;
2017-11-20;0;41,208333;
2017-11-21;0;39,166667;
2017-11-22;0;45,041667;
2017-11-23;0;35,083333;
2017-11-24;0;46,333333;
2017-11-25;0;49,25;
2017-11-26;0;42,916667;
2017-11-27;0;40,208333;
2017-11-28;0;42,25;
2017-11-29;0;44,208333;
2017-11-30;0;43,5;
2017-12-01;1,6;44,875;
2017-12-02;0;36,666667;
2017-12-03;0;32,875;
2017-12-04;0;37;
2017-12-05;0;31,875;
2017-12-06;0;33,625;
2017-12-07;0;41,375;
2017-12-08;0;38,541667;
2017-12-09;0;38,375;
2017-12-10;0;45,833333;
2017-12-11;0;47,291667;
2017-12-12;0;43,958333;
2017-12-13;0;39,791667;
2017-12-14;0;38,458333;
2017-12-15;0;41,625;
2017-12-16;0;46,416667;
2017-12-17;0;41,166667;
2017-12-18;,2;48,041667;
2017-12-19;0;50,25;
2017-12-20;0;47,916667;
2017-12-21;0;46,333333;
2017-12-22;0;46,791667;
2017-12-23;0;69,791667;
2017-12-24;53,2;76,333333;
2017-12-25;1;57,458333;
2017-12-26;0;52,291667;
2017-12-27;0;50,875;
2017-12-28;,2;51,291667;
2017-12-29;0;45,458333;
2017-12-30;0;43,708333;
2017-12-31;0;43,25;
2018-01-01;0;43,958333;
2018-01-02;0;42,791667;
2018-01-03;0;41,958333;
2018-01-04;0;41,166667;
2018-01-05;1,2;52,75;
2018-01-06;0;48,166667;
2018-01-07;0;44,5;
2018-01-08;0;44,666667;
2018-01-09;0;46,083333;
2018-01-10;0;51,083333;
2018-01-11;,6;52,791667;
2018-01-12;0;53,083333;
2018-01-13;,2;58,458333;
2018-01-14;3,6;60,125;
2018-01-15;0;51;
2018-01-16;0;46,541667;
2018-01-17;0;47,125;
2018-01-18;0;48,333333;
2018-01-19;0;61,916667;
2018-01-20;1,4;59,125;
2018-01-21;0;47,041667;
2018-01-22;0;49,833333;
2018-01-23;0;51,416667;
2018-01-24;0;50,833333;
2018-01-25;0;44,458333;
2018-01-26;0;49,208333;
2018-01-27;0;59,791667;
2018-01-28;0;49,208333;
2018-01-29;0;48,916667;
2018-01-30;,6;63;
2018-01-31;,8;56,125;
2018-02-01;,4;44,291667;
2018-02-02;0;47,791667;
2018-02-03;0;40,5;
2018-02-04;0;35,791667;
2018-02-05;0;37,833333;
2018-02-06;0;39,916667;
2018-02-07;0;49,708333;
2018-02-08;,2;57,791667;
2018-02-09;0;54,5;
2018-02-10;0;66,541667;
2018-02-11;,2;50,791667;
2018-02-12;0;49;
2018-02-13;0;60,958333;
2018-02-14;0;55,625;
2018-02-15;0;58,75;
2018-02-16;0;69;
2018-02-17;,2;76,416667;
2018-02-18;2;82,375;
2018-02-19;39,2;76,916667;
2018-02-20;2,4;61,208333;
2018-02-21;0;54,791667;
2018-02-22;30,4;72,166667;
2018-02-23;8,2;67,75;
2018-02-24;4,2;66,333333;
2018-02-25;0;54,583333;
2018-02-26;0;57,041667;
2018-02-27;0;54,458333;
2018-02-28;0;53,708333;
2018-03-01;0;63,583333;
2018-03-02;126,8;74,791667;
2018-03-03;,2;69,791667;
2018-03-04;0;64,458333;
2018-03-05;0;61,625;
2018-03-06;0;64,666667;
2018-03-07;0;59,708333;
2018-03-08;0;62,333333;
2018-03-09;0;60,083333;
2018-03-10;1,2;70,041667;
2018-03-11;0;62,333333;
2018-03-12;0;59,291667;
2018-03-13;0;57,625;
2018-03-14;0;54,833333;
2018-03-15;0;44,833333;
2018-03-16;0;47,583333;
2018-03-17;0;52,666667;
2018-03-18;0;54,958333;
2018-03-19;0;50;
2018-03-20;0;52,208333;
2018-03-21;0;52,375;
2018-03-22;0;50,666667;
2018-03-23;0;51,75;
2018-03-24;,4;63,083333;
2018-03-25;0;66,541667;
2018-03-26;4,6;70,541667;
2018-03-27;,8;60,333333;
2018-03-28;0;56,041667;
2018-03-29;0;59,916667;
2018-03-30;0;56;
2018-03-31;0;52,166667;
2018-04-01;0;56,916667;
2018-04-02;2;57,416667;
2018-04-03;0;58,083333;
2018-04-04;0;60,833333;
2018-04-05;,4;58,666667;
2018-04-06;,2;67,041667;
2018-04-07;52,2;79,791667;
2018-04-08;3,2;67,791667;
2018-04-09;0;60,291667;
2018-04-10;0;56,708333;
2018-04-11;0;61,333333;
2018-04-12;0;67,666667;
2018-04-13;1,2;80,708333;
2018-04-14;56,6;72,75;
2018-04-15;0;63,125;
2018-04-16;0;62,875;
2018-04-17;0;61,125;
2018-04-18;0;58,375;
2018-04-19;0;57,833333;
2018-04-20;0;58,25;
2018-04-21;0;67,75;
2018-04-22;0;67,083333;
2018-04-23;0;59,458333;
2018-04-24;0;77,25;
2018-04-25;18,8;65,75;
2018-04-26;0;56,291667;
2018-04-27;0;54,208333;
2018-04-28;0;59,875;
2018-04-29;0;61,541667;
2018-04-30;,2;64,208333;
2018-05-01;,2;70,416667;
2018-05-02;,4;65,958333;
2018-05-03;0;61,041667;
2018-05-04;0;57,416667;
2018-05-05;1,2;72,458333;
2018-05-06;0;64,416667;
2018-05-07;0;64,083333;
2018-05-08;0;65,458333;
2018-05-09;0;54,791667;
2018-05-10;0;57,166667;
2018-05-11;0;59,916667;
2018-05-12;0;57,75;
2018-05-13;0;53,166667;
2018-05-14;0;54,125;
2018-05-15;0;63,125;
2018-05-16;,2;63,625;
2018-05-17;0;58,166667;
2018-05-18;0;59,541667;
2018-05-19;0;49,291667;
2018-05-20;0;52,458333;
2018-05-21;0;47,583333;
2018-05-22;0;56,041667;
2018-05-23;0;53,875;
2018-05-24;0;56,166667;
2018-05-25;0;57,916667;
2018-05-26;0;59,833333;
2018-05-27;0;57,458333;
2018-05-28;0;69,625;
2018-05-29;,4;62,458333;
2018-05-30;1,4;66,541667;
2018-05-31;0;62,75;
2018-06-01;0;57,916667;
2018-06-02;0;59,416667;
2018-06-03;0;59,666667;
2018-06-04;0;61,5;
2018-06-05;,8;60,333333;
2018-06-06;,2;56,166667;
2018-06-07;0;59,875;
2018-06-08;0;62,25;
2018-06-09;3;59,166667;
2018-06-10;0;66,625;
2018-06-11;2;68,291667;
2018-06-12;0;60,875;
2018-06-13;0;58,125;
2018-06-14;0;59,208333;
2018-06-15;0;57,166667;
2018-06-16;0;55,916667;
2018-06-17;0;70,041667;
2018-06-18;1,2;68,666667;
2018-06-19;0;59,333333;
2018-06-20;0;57,833333;
2018-06-21;0;58,208333;
2018-06-22;0;53,25;
2018-06-23;0;54,583333;
2018-06-24;0;58,583333;
2018-06-25;0;58,5;
2018-06-26;0;53,791667;
2018-06-27;0;57,666667;
2018-06-28;0;53,833333;
2018-06-29;0;61,916667;
2018-06-30;0;53,125;
2018-07-01;0;57,916667;
